uid,title,the content,writer,Published at,score,comments_quantity
41022575,,"If using OSX and you think X is important, 
keep Firefox and use XDeck<p><a href=""https:&#x2F;&#x2F;github.com&#x2F;morishin&#x2F;XDeck"">https:&#x2F;&#x2F;github.com&#x2F;morishin&#x2F;XDeck</a>",dotcoma,1721539166,,
41022719,,"I have strict enabled and I have no problem accessing. I even switched off, back on, and restarted the browser. On Mac Air M2 with FF 128.0 FWIW<p>Other users also noted Safari doesn&#x27;t load and I couldn&#x27;t reproduce.<p>Edit: I guess maybe a good context for a friendly reminder. You can use revanced to edit the Twitter APK and you can hide adds and sanitize sharing links<p>(dear god, tracking links are so ridiculous sometimes. Am I the only one who is annoyed when I get a text that&#x27;s a single link and is like 10k characters? With how much time and money these companies spend on UX I&#x27;m surprised this is okay. Seriously, can you all stop doing this? I know some users here are the same people in charge of design)",godelski,1721540918,,
41022831,,,,1721542328,,
41022798,,Encountered this today. Looks like I&#x27;ll be refusing to open X.,jszymborski,1721541942,,
41022700,,Works fine for me on Firefox mobile with strict tracking protection enabled.,msravi,1721540593,,
41022699,,I can’t open X on mobile safari for some time now.,hakanderyal,1721540587,,
41023006,,Yep.  Even Webkit-variant of Firefox on iOS: x.com got blocked too,egberts1,1721544283,,
41022868,,There&#x27;s better alternatives. Why would anybody in their right mind stay on X?,arisu,1721542787,,
41022887,,And nothing at all was lost.,Animats,1721542991,,
41022749,,"Yes, it&#x27;s been for some time now. This solved my problem of reading X (former Twitter).",undebuggable,1721541287,,
41022920,,"Is this new or outstanding from when they switched the domain over two months ago and Firefox experienced problems?<p><a href=""https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=40386418"">https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=40386418</a>",ChrisArchitect,1721543366,,
41023139,,People are still using Twitter? Why?,steve1977,1721546022,,
41023259,,neither in safari w&#x2F; privacy extensions,nnbvvklduwiw282,1721547804,,
41022623,,"<a href=""https:&#x2F;&#x2F;nitter.poast.org"" rel=""nofollow"">https:&#x2F;&#x2F;nitter.poast.org</a> is a working Nitter instance.  Only problem I have in Firefox is watching videos shared on Twitter.",Svip,1721539651,,
41023142,,Works fine for me with &quot;Enhanced Tracking Protection&quot; set to &quot;Strict&quot; ¯\_(ツ)_&#x2F;¯,CodeWriter23,1721546053,,
41023300,,"Ooooooh, now this is funny. I thought twitter just garden-walled itself like all the social networks do to be essentially intranet. I&#x27;ve not been on twitter since(since, you know, I can&#x27;t see anything). Now i learn it is a cookie issue. Haha, well. Nothing o value was lost.",indulona,1721548198,,
41022606,,Why are you complaining? Shouldn&#x27;t you be happy that Firefox is working on your behalf in the manner you asked if to?,bdjsiqoocwk,1721539462,,
41022841,,"It&#x27;s the best feature I&#x27;ve found in the update!<p>eta: iirc my original account number was in the 100,000&#x27;s. I used the platform since I was sending to 40404 and getting tweets from friends by sms until melon husk bought it. I was a big fan. It&#x27;s become a pathetic shadow of itself.",Duanemclemore,1721542443,,
41022446,,"all x&#x2F;twitter links have been login-walled for me for quite some time now, probably since around the time Elon took over, so I just stopped clicking any links or visiting the site entirely... since I literally can&#x27;t if I wanted to anyways (I refuse to make an account and nitter stopped working).",ranger_danger,1721537325,,
41022568,,Many sites do not work with javascript disabled. This has been problem for decades.<p>This is not any different.,trte9343r4,1721539112,,
41023009,,Good!<p>Why would anyone want to use X in the first place when HN has far better conversations and better people.<p>More balanced and erudite than over there.<p>Just stay here and dump X<p>GO ON I DARE YOU,reify,1721544302,,
41021809,,"Okay, this is super cool. Thanks for sharing.<p>In a similar vein, jart&#x27;s Cosmopolitan libc has a really fun collection of tables that compare various constants across platforms, e.g. syscalls, syscall flags, error numbers, etc. It includes (variants of) Linux, XNU, NT, and the BSDs.<p><a href=""https:&#x2F;&#x2F;github.com&#x2F;jart&#x2F;cosmopolitan&#x2F;blob&#x2F;master&#x2F;libc&#x2F;sysv&#x2F;consts.sh"">https:&#x2F;&#x2F;github.com&#x2F;jart&#x2F;cosmopolitan&#x2F;blob&#x2F;master&#x2F;libc&#x2F;sysv&#x2F;c...</a><p>In the off chance you haven&#x27;t heard of Cosmopolitan yet, I hope you find the discovery as much fun as I have.",xelxebar,1721527316,,
41018986,,I wish this site could have existed earlier when I was writing eBPF filters for my sandbox and had to check how specific syscalls were implemented in different archs here and there. Thanks for your great work.,qbane,1721503405,,
41018787,,"This is good. Usually I end up finding one I think Google made for Chromebooks. Or even worse, restoring to the man page.",Neywiny,1721501940,,
41020625,,Is there a reason syscall numbers don’t match up between architectures?<p>Or is it just a quirk of history?,MBCook,1721514739,,
41019056,,"That&#x27;s handy.<p>I wonder why it displays without javascript in chromium, but fails to do so in firefox. If the author is here, could that be fixed?<p>Edit:<p>Restarting chromium and trying again yields the same behavior as firefox. I wonder if the javascript somehow slipped past umatrix &amp; ublock origin on my first try. Given that I launched chromium by dragging the link onto its icon the first time, perhaps the script-blocking extensions weren&#x27;t fully loaded?<p>Testing again several more times, that does seem likely. I can reproduce it intermittently by dragging the URL onto my chromium shortcut if chromium isn&#x27;t already running.<p>Edit 2: Sure enough:<p><a href=""https:&#x2F;&#x2F;github.com&#x2F;gorhill&#x2F;uBlock&#x2F;issues&#x2F;1913"">https:&#x2F;&#x2F;github.com&#x2F;gorhill&#x2F;uBlock&#x2F;issues&#x2F;1913</a><p><a href=""https:&#x2F;&#x2F;github.com&#x2F;gorhill&#x2F;uBlock&#x2F;issues&#x2F;1327"">https:&#x2F;&#x2F;github.com&#x2F;gorhill&#x2F;uBlock&#x2F;issues&#x2F;1327</a>",foresto,1721503865,,
41019256,,This is neat! Finally someone who added all the information I need :),saagarjha,1721505344,,
41018996,,Missing RISC-V,netr0ute,1721503457,,
41022870,,,,1721542796,,
41020933,,"Only 357 syscalls in 6.0. Don&#x27;t know why, but I thought there would be more.",extraduder_ire,1721517320,,
41023248,,removed,xurukefi,1721547619,,
41022520,,"This is SUCH a good tool! Thank you!!<p>I&#x27;ve been using other tables but they were always incomplete and often x86_64 only. This one contains everything: number, symbol, links to kernel implementation, signature, user space ABI registers. And I can select kernel version, kernel binary interface and processor architecture!<p>I&#x27;m very interested in how you are collecting or generating all this information. Please post details on the process. I need similar information in order to compile system call tables into lone, my own programming language which features direct Linux system call support.<p>I use scripts that parse the information out of Linux user space API headers: the compiler prints all the preprocessor definitions from linux&#x2F;unistd.h, the &quot;SYS_&quot; definitions are selected and then turned into a C array initializer for a number&#x2F;name structure.<p><pre><code>  # makefile
  $(call source_to_object,source&#x2F;lone&#x2F;lisp&#x2F;modules&#x2F;intrinsic&#x2F;linux.c): $(targets.NR.c)

  $(targets.NR.c): $(targets.NR.list) scripts&#x2F;NR.generate
      scripts&#x2F;NR.generate &lt; $&lt; &gt; $@

  $(targets.NR.list): scripts&#x2F;NR.filter
      $(CC) -E -dM -include linux&#x2F;unistd.h - &lt; &#x2F;dev&#x2F;null | scripts&#x2F;NR.filter &gt; $@

  # scripts&#x2F;NR.filter
  grep __NR_ | sed &#x27;s&#x2F;#define &#x2F;&#x2F;g&#x27; | cut -d &#x27; &#x27; -f 1

  # scripts&#x2F;NR.generate
  # generates C array initializers like:
  #     { &quot;read&quot;, __NR_read },
  while read -r NR; do
    printf &#x27;{ &quot;%s&quot;, %s },\n&#x27; &quot;${NR#__NR_}&quot; &quot;${NR}&quot;
  done

  &#x2F;&#x2F; source&#x2F;lone&#x2F;lisp&#x2F;modules&#x2F;intrinsic&#x2F;linux.c

  static struct linux_system_call {
      char *symbol;
      lone_lisp_integer number;
  } linux_system_calls[] = {

      &#x2F;* huge generated array initializer
       * with all the system calls found
       * on the host platform
       *&#x2F;
      #include &lt;lone&#x2F;lisp&#x2F;modules&#x2F;intrinsic&#x2F;linux&#x2F;NR.c&gt;
  };</code></pre>",matheusmoreira,1721538519,,
41018916,,What API is the most common for x86-64bit?,wg0,1721502902,,
41019523,,"similarly, does a Windows syscall tracker exist?",pastapoggers,1721507153,,
41019328,,"From this I learned about Landlock, thanks!",jeffrallen,1721505847,,
41023415,,"I Would also like to add:<p>“Any security product which has a rootkit, remote command and control and egresses data is indistinguishable from malware”.",teeheelol,1721549866,,
41023403,,"Well, we live in a world where we allow this kind of things to happen. Imagine if we live in a world where you still have to manually push and pop the stack (because functions are deemed too academic and not optimized exactly the way I want it). That is what I feels like watching critical infrastructures written in C or these older languages.<p>Having to manually push and pop stack is not something to proud of, only do that out of necessity. There&#x27;s a very reasonable option between C or C++ and Python (or whatever is deemed slow). Using C doesn&#x27;t prevent you from designing a shitty application that uses shitty algorithms.<p>&quot;Ooohhhh I get it, this pointer is no longer valid because the array have been reallocated because that function have this side effect after that commit&quot;, he said as he gave out a small smirk at the hilarity of this bug. I wonder if he would find it as amusing if his coworker regularly rolls his sleeves and randomly regularly writes assemblies directly in the source code because compilers aren&#x27;t smart enough to perform a particular parameter passing optimization that he really loves to do.",anon-3988,1721549665,,
41023455,,"Isn&#x27;t that just a reformulation of Hanlon&#x27;s Razor [1]<p>[1] <a href=""https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;Hanlon%27s_razor"" rel=""nofollow"">https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;Hanlon%27s_razor</a>",bobnamob,1721550690,,
41023501,,Who says that?<p>Probably a wise lawmaker.<p>Who&#x27;s law is this?<p>Leigh&#x27;s Law?<p>Sounds right to me :),fuzzfactor,1721551445,,
41023441,,Any anti-malware software will become malware itself. You become the enemy you fight.,surfingdino,1721550450,,
41023380,,"These statements always feel a bit circular to me. Sufficiently bad for what? Sufficiently bad to be indistinguishable from a cyberattack.  So, &quot;a software update bad enough to look like a cyberattack looks like a cyberattack&quot;. Well, yes.",mjw_byrne,1721549411,,
41023357,,,,1721549029,,
41023121,,,,1721545749,,
41023260,,[dead],Proven,1721547811,,
41019618,,"I support immigration and oppose the Republican anti-immigrant platform because it seems to me there is significant brain drain from many countries to the U.S. and that contributes to our success.<p>For example, in this article is about white collar crime, it points out that many Somali-Americans were professionals back in Somalia. I&#x27;m not concerned about the crime because that seems like a somewhat higher tendency until the 2nd and 3rd generation is able to make it into established society.<p>A Somali-American former investigator: why you’re hearing about fraud in my community<p><a href=""https:&#x2F;&#x2F;minnesotareformer.com&#x2F;2024&#x2F;07&#x2F;17&#x2F;a-somali-american-investigator-heres-why-youre-hearing-so-much-about-fraud-in-my-community&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;minnesotareformer.com&#x2F;2024&#x2F;07&#x2F;17&#x2F;a-somali-american-i...</a>",labrador,1721507686,,
41018650,,"I wonder what a sensible way forward for Cubans is, and their government. What would it take for the US to lift sanctions (I assume a radical shift within Cuba&#x27;s government), and for Cuba itself (as a whole) to restructure their government in a way that would benefit them and everyone.<p>Cuba would be a great travel destination.<p>Their cigars aren&#x27;t as on par anymore as far as I know, but there&#x27;s potential there, Nicaragua and Dominican Republic basically make the best ones last I checked.",giancarlostoro,1721500989,,
41016957,,"Looks like the main reason is - Cuba&#x27;s two main benefactors stopped supplying fuel on the cheap, as they have their hands full with their own crises.",EVa5I7bHFq9mnYK,1721487703,,
41020895,,"As a Cuban that is currently living in Cuba, I think it <i>might</i> be useful to voice my opinions, as I have read some comments here which I consider less than accurate in some respects. To avoid typing too much, I&#x27;ll summarize with... bullet points?<p>* The published figure of 10 million people is already outdated. First, they are official figures, which means that they are not telling the truth. Second, six months have elapsed; which means the actual number of residents is less than 9 million.<p>* Not only a large amount of people are gone, but most of them are young, productive people; lots of them professionals in several critical aspects of a functioning society. Where I work I&#x27;m only one of the few that remains in my activity (IT &amp; IT adjacent).<p>* Also gone are many of the more... reactive? brave? People that voiced discontent with the government and just chose to leave. What remains are relatively elderly people that are very conformist, or simple are not brave enough to voice their concerns.<p>* Is Cuba a dictatorship? No.<p>* Is Cuba a totalitarian state? Absolutely. The Cuban Communist Party is the only one allowed, as is written in the (relatively recent) Constitution. Even more than that, it exists above the Constitution, so this texts has no value at all.<p>* Are there human rights violations in Cuba? Yes, no doubt.<p>* Does the US embargo negatively impacts Cuba? Absolutely. Every single day, for the common people, that is. The elites? The top dogs of the Party? Of course they are unaffected; they are your run of the mill corrupt people in power, and they can have anything.<p>* Can Cuba trade with other countries? In theory, yes... in practice, it is very difficult. In addition, Cuba is a minuscule market that interests no one. China, for instance, has very little presence in Cuba, despite we being &quot;allies&quot;. But they don&#x27;t care.<p>I don&#x27;t know how this could unfold in the future, except with a total collapse. I really wish the end of the embargo, <i>and</i> the possibility of open an free elections. We, common people, are at the mercy of US politics and being managed by inmensely incompetent leaders. We could debate all week on who&#x27;s at fault here, who threw the first stone, but, as of this moment, that would be sterile. This country will be gone.",PentiumBug,1721517022,,
41020066,,Note that it&#x27;s only the US that has an embargo against Cuba.<p>The rest of the world trades pretty freely with them.,BurningFrog,1721510660,,
41021672,,"This just does not seem plausible. Sure, I understand the claim that Cuban statistics are falsified because the Cuban government is obviously biased about whether &quot;Cuba is good&quot;, but the claims about Cuban emigration are coming from groups that are very distinctly anti-Cuban themselves; why should I trust them to tell the truth about Cuba, particularly when lying about your enemies is incredibly effective, common, and completely unpunished?",lucubratory,1721525513,,
41019809,,perhaps it&#x27;s time to normalize relations with their government and end the blockade.,riffic,1721508956,,
41021772,,,,1721526810,,
41022627,,How has this affected the country?,moneywoes,1721539668,,
41020268,,"&gt;Other factors were a high number of deaths, 405,512,<p>With such a population churn the chances of dying at sea while trying to run away don’t look that bad.",trhway,1721512084,,
41023255,,"i hope americams know what they are doing<p>ex) France, Uk, Germany",localfirst,1721547727,,
41019831,,The problem commonly skated over is that two views cam be true at once. For example:<p>- the &quot;Batista&quot; regime was dictatorial and repressive. The people fought back with Castro. The first wave of people to land in Miami were essentially the moneyed class who lost everything. Unsurprisingly they hate the Castro regime and its descendents. The US government were happy to accommodate them under the guise of anti communism.<p>- the &quot;Castro&quot; regime is dictatorial and repressive. The people cant fight back so they leave. The people landing in Miami and their descendents hate the regime for taking everything.  The US Republicans are happy to accommodate them under the guise of sticking it to the libs.<p>I dont see any of this changing until the regime changes in Cuba to a more democratic one simultaneously with the Republican party imploding in Florida. Which basically means not in my lifetime.,kjellsbells,1721509092,,
41019599,,"Well, that explains why Cuban cigars are impossible to get since a couple of years...",choeger,1721507542,,
41022170,,"Relevant reminder that Cuba has been under a brutal economic embargo and sanctions regime by the US for decades, which is the primary driver of Cuba&#x27;s economic situation. The sanctions began during an era of land reform that saw American corporations, such as United Fruit, lobbying the US to overthrow the Cuban government on their behalf. When that failed, the US imposed sanctions.",slantedview,1721532851,,
