uid,title,the content,writer,Published at,score,comments_quantity
40995833,,He looks like a cross between Ashton Kutcher and Roger Federer.<p>EDIT: Tread lightly lest ye compare a god to mere mortals.,keybored,1721312609,,
40996682,,"This is very cool and seems similar to what we do&#x2F;did in Cinder: <a href=""https:&#x2F;&#x2F;bernsteinbear.com&#x2F;blog&#x2F;cinder-jit-bisect&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;bernsteinbear.com&#x2F;blog&#x2F;cinder-jit-bisect&#x2F;</a><p>EDIT: Oops, this tool is mentioned in the post already (but the post is not, so here it is if you want to read about it). Neat!",tekknolagi,1721317198,,
40963405,,"This PDF credits include Mark Roper.  The corresponding video is: Mark Roper - My Puzzle Robot is 200x Faster Than a Human <a href=""https:&#x2F;&#x2F;youtu.be&#x2F;Sqr-PdVYhY4"" rel=""nofollow"">https:&#x2F;&#x2F;youtu.be&#x2F;Sqr-PdVYhY4</a>",shagie,1720993382,,
40997827,,What&#x27;s the connection with shopify?,deelowe,1721323376,,
40997877,,Was literally talking to my friend about this concept yesterday,utahcon,1721323623,,
40996814,,"Code of the said robot on github: <a href=""https:&#x2F;&#x2F;github.com&#x2F;roksenhorn&#x2F;puzzle-bot"">https:&#x2F;&#x2F;github.com&#x2F;roksenhorn&#x2F;puzzle-bot</a>",JDW1023,1721317680,,
40996964,,"See also: Worlds hardest jigsaw vs. puzzle machine (all white) by Stuff Made Here <a href=""https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=WsPHBD5NsS0"" rel=""nofollow"">https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=WsPHBD5NsS0</a>",05,1721318404,,
40997630,,"I once tried a puzzle with a significant amount of almost completely black pieces. It was faster to just brute force the pieces than to even bother looking at their shape. All you do is sort the pieces by the number of tabs&#x2F;holes, look at a specific spot you want to fill and then mindlessly try every eligible piece.",imtringued,1721322342,,
40996362,,"Lead poisoning in Australian mining towns is a surprisingly contentious issue. Town mayors usually try to cover up and deny any evidence of lead poisoning, because without the mines, there is no town.<p>The broken hill that the town of Broken Hill is named after no longer exists. The mullock heap pictured in the article is all that remains: the entire hill was dug away when the original mine was active. As you can see on OpenStreetMap[0], the slag heap sits right in the middle of the town, with lead-laden dust blowing down into the streets and backyards every time the wind picks up.<p>The other town mentioned in the article is Mount Isa[1]. Mount Isa has both a mine and a smelter, both located immediately to the west of the town. The prevailing winds are westerlies, so again the toxic dust falls on the town.<p>[0] <a href=""https:&#x2F;&#x2F;www.openstreetmap.org&#x2F;#map=14&#x2F;-31.9653&#x2F;141.4597"" rel=""nofollow"">https:&#x2F;&#x2F;www.openstreetmap.org&#x2F;#map=14&#x2F;-31.9653&#x2F;141.4597</a><p>[1] <a href=""https:&#x2F;&#x2F;www.openstreetmap.org&#x2F;#map=14&#x2F;-20.7339&#x2F;139.4831"" rel=""nofollow"">https:&#x2F;&#x2F;www.openstreetmap.org&#x2F;#map=14&#x2F;-20.7339&#x2F;139.4831</a>",cjs_ac,1721315806,,
40996495,,"It&#x27;s really scary how a tiny amount of a mineral can permanently damage the human mind. I have to admit there&#x27;s a part of me that almost wants to be skeptical, that mg of a rock could overcome the wonderous self-aware human mind. Every so often I have to remind that skeptical piece of me that it&#x27;s an idiot and that every human alive is wildly fragile to any number of elements and chemicals.<p>------<p>Onto the article, if I ran a production software system, I&#x27;d be collecting data on the health of all my servers.<p>If I ran a country, I&#x27;d collect health data on all my towns (perhaps blood tests of 1% of the population each year).<p>Of course in malfunctioning environments, measurement is scary to leaders because it can give evidence that they aren&#x27;t doing their job.",zug_zug,1721316500,,
40997171,,"Anyone know a simple method of testing for lead in food?  Say a wet chemistry method?<p>I live in California, and I&#x27;ve noticed that everything has a CA Proposition 65 warning label.  When I look into it it&#x27;s generally lead that has bioaccumulated in the plant.  What I can&#x27;t find is how much or how widespread it is in the food.",nanomonkey,1721319702,,
40996219,,"It&#x27;s fascinating how nature can provide such critical warnings about our environment. If sparrows are showing high levels of lead, it makes you wonder how much is seeping into the broader ecosystem. Could this be an early indicator of a larger, more pervasive issue affecting both wildlife and human health? It&#x27;s definitely worth paying attention to and investigating further.",vcxbx,1721314878,,
40997060,,"Sparrow in the lead mine, if it were",seattle_spring,1721318925,,
40997903,,"Lead poisoning is quite common in suburban and urban areas, when houses &#x2F; buildings are demolished. There&#x27;s a huge plume of lead and asbestos dust that is generated, even if the contractor is making some effort to wet the site.<p>If a building or home in your area is being demolished? Don&#x27;t open your windows, and don&#x27;t go outside without a well-fitting dust mask. <i>Never</i> attend a building demolition event.<p>Contractors and developers are <i>supposed</i> to take measures and inform local government...<i>if</i> they&#x27;re stupid enough to inspect for lead &#x2F; asbestos before construction <i>and</i> declare that they&#x27;re doing asbestos &#x2F; lead abatement. Every piece of regulation and law I&#x27;ve found uses a very fascinating phrasing - you&#x27;re required to do things <i>if conducting abatement</i>.<p>Many states go further and exempt anything under a dozen or two units or commercial buildings. It&#x27;s an absolute shitshow.",KennyBlanken,1721323798,,
40996999,,"What is it like? 50 years of historic cruft. Questionable whether there are more trip hazards than usefulness for ordinary coding. A fractured community which feels like there are more Prolog systems than Prolog code. Learning Prolog is less &quot;how do I do things in Prolog&quot; and more &quot;how do I contort my things to avoid tripping over Prolog?&quot;.<p>A few dedicated clever people and idealists and dreamers talking about ontologies and building things I don&#x27;t understand, e.g. the link in <a href=""https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=40994780"">https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=40994780</a> that could either be genuinely &quot;Prolog is suitable for things no other language is&quot; or &quot;Fusion is 10 years away&quot; or &quot;Perpetual motion is here and so is cold fusion!&quot;, I can&#x27;t tell. But I suspect from the lack of visible activity out in the wider world, closer to the latter than the former. Or perhaps the people able to make use of its strengths are few and far between.<p>There&#x27;s a saying about driving to a town which has been hollowed out and is now a road through some empty store fronts and car parks: &quot;there&#x27;s no <i>there</i> there&quot;. The soul of a place is missing, it&#x27;s no longer a <i>destination</i>, just some buildings on some land. Prolog has the opposite of that, a main road straight past it, few buildings or people, but there is a <i>there</i> there - an attractor, spark of something interesting and fun. Buried in years of cruft. Might be a Siren&#x27;s call though, a trap - but if it is it appears less dangerous than the LISP one.",jodrellblank,1721318574,,
40994816,,"Prolog has reached an exciting new milestone with Scryer prolog.  It is the first highly performant open source iso-compliant Prolog.<p>I would check out Markus Triska&#x27;s work to have your mind blown:<p><a href=""https:&#x2F;&#x2F;www.metalevel.at&#x2F;prolog"" rel=""nofollow"">https:&#x2F;&#x2F;www.metalevel.at&#x2F;prolog</a><p><a href=""https:&#x2F;&#x2F;youtube.com&#x2F;@thepowerofprolog"" rel=""nofollow"">https:&#x2F;&#x2F;youtube.com&#x2F;@thepowerofprolog</a>",upghost,1721304313,,
40995255,,"Prolog, and Constraint Programming especially are great to have in your toolbox. I’ve done research in the field for years, and my job in the industry today is writing Prolog. There are real issues with Prolog:<p>- no proper module nor package system in the modern sense.<p>- in large code bases extra-logical constructs (like cuts) are unavoidable and turn Prolog code into an untenable mess. SWI prolog has single-sided unification guards which tackle this to a degree.<p>- lack of static and strong types makes it harder to write robust code. At least some strong typing would have been nice. See Mercury as an example of this.<p>All being said, Prolog is amazing, has a place in the future of programming, and gives you a level-up understanding of programming when you get how the types in every OO program is a Prolog program itself.",gorkempacaci,1721308307,,
40996001,,"It&#x27;s great to hear new people are interested in the language! I was enlightened a couple years ago and fell in love.<p>Currently I&#x27;m focusing on creating easy-to-use embeddings of Trealla Prolog using Wasm. You can find my TypeScript library here: <a href=""https:&#x2F;&#x2F;github.com&#x2F;guregu&#x2F;trealla-js"">https:&#x2F;&#x2F;github.com&#x2F;guregu&#x2F;trealla-js</a> and Go library here: <a href=""https:&#x2F;&#x2F;github.com&#x2F;trealla-prolog&#x2F;go"">https:&#x2F;&#x2F;github.com&#x2F;trealla-prolog&#x2F;go</a>. The goal is to make the libraries as painless as possible. Trealla is a portable and lightweight Prolog written in C that supports CLP(Z) and is broadly compatible with Scryer. It&#x27;s quite fast! I&#x27;m currently using it for some expert system stuff at $work and as an internet forum embedded scripting language for $fun.<p>Speaking of Scryer, they recently got their WebAssembly build working and I hope to contribute a JS library for them in the future as their API stabilizes. Scryer and Trealla are both aiming for ISO compatibility, so it&#x27;s my hope that we can foster an ecosystem for modern ISO Prolog and provide more embeddings in the future. It&#x27;s super convenient to get logic programmer superpowers in your favorite language. Also check out Scryer&#x27;s new website: <a href=""https:&#x2F;&#x2F;www.scryer.pl&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;www.scryer.pl&#x2F;</a><p>For something on the silly side, check out <a href=""https:&#x2F;&#x2F;php.energy"" rel=""nofollow"">https:&#x2F;&#x2F;php.energy</a>. Prolog Home Page, it&#x27;s web scale :-). It&#x27;s proof that you can integrate Prolog with bleeding edge stuff like Spin (server-side wasm ecosystem).",grose,1721313595,,
40995918,,"The &quot;magic&quot; of Prolog is built upon two interesting concepts : Unification ( <a href=""https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;Unification_(computer_science)#A_unification_algorithm"" rel=""nofollow"">https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;Unification_(computer_science)...</a> ) and Backtracking ( <a href=""https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;Backtracking"" rel=""nofollow"">https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;Backtracking</a> ).<p>Often bad teachers only present the declarative aspect of the language.<p>By virtue of being declarative, it allows to express inverse problems in a dangerously simple fashion, but doesn&#x27;t provide any clue for a solution. And you are then using a declarative language to provide clues to guide the bad engine toward a solution. Making the whole code an awful mashup of declarative and imperative.<p>Rules :<p>- N integer, a integer &gt; 1, b integer &gt; 1<p>- N := a * b<p>Goal :<p>N = 2744977<p>You can embed such a simple problem easily but solving it is another thing.<p>The real surge of Prolog and other declarative constraint programming type of language will be when the solving engines will be better.<p>Unification is limited to the first order logic, high-order logic unification is undecidable in the general case. So we probably will have to rely on heuristics. By rewriting prolog goal solving as a game, you can use deep learning algorithms like alphago (Montecarlo tree search).<p>This engine internally adds intermediate logical rules to your simply defined problem, based on similar problems it has encountered in its training set. And then solve them like LLM, by picking the heuristically picking the right rule from intuition.<p>The continuous equivalent in a sort of unification is Rao-Blackwellisation (done automagically by deep-learning from its training experience) which allows to pick the right associations efficiently kind of the same way that a &quot;most general unification algorithm&quot; allows to pick the right variable to unify the terms.",GistNoesis,1721313067,,
40994674,,"Definitive reference: <a href=""https:&#x2F;&#x2F;www.urbanautomaton.com&#x2F;blog&#x2F;2015&#x2F;08&#x2F;10&#x2F;the-pledge-to-put-prolog-in-production&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;www.urbanautomaton.com&#x2F;blog&#x2F;2015&#x2F;08&#x2F;10&#x2F;the-pledge-to...</a>",tomstuart,1721303031,,
40997800,,"You may find this paper interesting: <a href=""https:&#x2F;&#x2F;www.cambridge.org&#x2F;core&#x2F;journals&#x2F;theory-and-practice-of-logic-programming&#x2F;article&#x2F;fifty-years-of-prolog-and-beyond&#x2F;3A5329B6E3639879301A6D44346FD1DD"" rel=""nofollow"">https:&#x2F;&#x2F;www.cambridge.org&#x2F;core&#x2F;journals&#x2F;theory-and-practice-...</a><p>title: Fifty Years of Prolog and Beyond (2022)",tpoacher,1721323234,,
40994870,,"Not sure about Prolog itself but Datalog really needs to overtake SQL, it&#x27;s just so much better.<p>Related areas like constraint programming are still very relevant.",sirwhinesalot,1721304813,,
40995032,,"With compliments to your prof ;), interest in Prolog just now is recovering from a year-long focus on W3C&#x27;s RDF&#x2F;SPARQL. TBL surely had an itch to scratch with regards to logical knowledge representation dating back even longer than the web [1]. But Prolog has broader applicability not only in logical&#x2F;knowledge graph querying, but also in solving all kinds of discrete combinatorical optimization problems. Or, as the Quantum Prolog site [2] puts it, &quot;planning, optimization, diagnostics, and complex configuration.&quot; The site demos logistics optimization (in-browser demo) and reports initial optimization (parallelization) of Inductive Logic Programming and other ML tasks for partially auto-generating Prolog code from existing solutions.<p>Edit: ... and on performance vs SWI Prolog, too<p>[1]: <a href=""https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;ENQUIRE"" rel=""nofollow"">https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;ENQUIRE</a><p>[2]: <a href=""https:&#x2F;&#x2F;quantumprolog.sgml.io"" rel=""nofollow"">https:&#x2F;&#x2F;quantumprolog.sgml.io</a>",tannhaeuser,1721306399,,
40995530,,"I have been interested in Prolog since my time at the University, and I loved the idea of logic programming.<p>For &quot;proper&quot; Prolog, in 2024 it is a niche language alive in specific constraint solving applications, but not really used outside of that. I haven&#x27;t seen anyone attempting at using prolog as a general purpose language since the 90&#x27;.<p>Datalog and logic-inspired languages tend to pop up here and there as domain-specific languages.<p>Rego is a recent incarnation which had good adoption for k8s and other &quot;modern&quot; systems. However, when trying to get people in my org to adopt it in practice, I saw engineers struggle with the paradigm when complexity grows to more than toy problems.",honorious,1721310281,,
40995695,,"I&#x27;ve brushed up against it in the form of datalog as the query language for databases like datomic and xtdb, so it&#x27;s soul is alive and well!<p>I&#x27;m also considering a prolog like domain specific language to make a state syncing engine with pure declarations of how the state in system A is reflected in System B, etc.<p>Prolog itself may not be mainstream, but it is an answer to a the universal problem space of constraint solution, so comp sci will always be in its long shadow.",Nihilartikel,1721311539,,
40997657,,"To piggyback onto OP to ask about something very loosely related: what about miniKanren? Are there any active projects or work being done here, either in academia or industry? Most of the ones listed on minikanren.org appear to be dead -- although I haven&#x27;t gone through them all since last year",vector_spaces,1721322475,,
40994766,,"The most recent prolog news I&#x27;ve come across in recent years is some updates to SWIprolog (can&#x27;t find a good link) and some talk of Scryer-prolog[0] which is a more recent implementation of Prolog in Rust.<p>One interesting development recently is a load of research into, reverse engineering of and emulation of the 1986 Sega AI Computer[1], which used prolog under the hood for mostly educational software. Unfortunately it does not seem there is a way to actually write some prolog for the thing today :(<p>[0] <a href=""https:&#x2F;&#x2F;github.com&#x2F;mthom&#x2F;scryer-prolog"">https:&#x2F;&#x2F;github.com&#x2F;mthom&#x2F;scryer-prolog</a><p>[1] <a href=""https:&#x2F;&#x2F;www.smspower.org&#x2F;SegaAI&#x2F;Index"" rel=""nofollow"">https:&#x2F;&#x2F;www.smspower.org&#x2F;SegaAI&#x2F;Index</a>",sprayk,1721303827,,
40994700,,"Prolog itself is still developed and used in various settings (mostly swi-prolog?), but other languages and logic engines solve domain specific but similar problems better (rule engines, formal proof verifiers, etc). For exploratory work it can be useful.<p>I have tried to use it in combination will LLMs unsuccessfully, partly because the domain was not specific enough. Otherwise you need a lot of real world knowledge and a large fact database.<p>Logic engines for first order logic in RDF&#x2F;OWL also have interesting logical inference abilities, like graphdbs.<p>Any programming language can do &quot;logic&quot; and the work at MIT&#x2F;CSAIL in probabilistic programming may turn out to be a better way to combine fuzzy logic and formal proofs.<p>Not sure this answers your question, but maybe this points towards some interesting directions.",hendler,1721303279,,
40997351,,My honest opinion is to avoid Prolog for most enterprise needs in favor of a regular general purpose programming language that calls out to a mathematical or constraint solver via API when the need arises. This way you get a language that is easier to learn with a strong ecosystem of libraries along with a solver that is built for your particular problem.<p>Prolog may excel in some niche cases that are documented out there which is fine. For the majority of cases I can think of...it is too esoteric.<p>Prolog is SUPER cool though as is it&#x27;s history. You should definitely play with it a bit.,7thaccount,1721320728,,
40994955,,"Shameless plug: you should check out my podcast The Search Space for a view of the broader landscape of Prolog and logic programming: <a href=""https:&#x2F;&#x2F;thesearch.space&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;thesearch.space&#x2F;</a><p>I don&#x27;t publish episodes often but I have a lot of good interviewees lined up :)<p>In general, I would advice you to look beyond Prolog and explore Answer Set Programming, the Picat language, and the connections between logic programming and databases (SQL, RDF or otherwise). Not instead of Prolog, but in parallel. Prolog is awesome!",felixyz,1721305659,,
40996133,,"Girard has some commentary scattered about his writing.<p>The search algorithms for logic programming are simply slow, it&#x27;s a very interesting idea in programming languages, but there&#x27;s a reason it&#x27;s not widely used.<p>&gt; PROLOG, its misery. Logic programming was bound to failure, not be- cause of a want of quality, but because of its exaggerations. Indeed, the slogan was something like « pose the question, PROLOG will do the rest ». This paradigm of declarative programming, based on a « generic » algorithmics, is a sort of all-terrain vehicle, capable of doing everything and therefore doing everything badly. It would have been more reasonable to confine PROLOG to tasks for which it is well-adapted, e.g., the maintenance of data bases.<p>&gt; On the contrary, attempts were made to improve its efficiency. Thus, as systematic search was too costly, « control » primitives, of the style « don’t try this possibility if... » were introduced. And this slogan « logic + control13 », which forgets that the starting point was the logical soundness of the deduction. What can be said of this control which plays against logic14? One recognises the sectarian attitude that we exposed several times: the logic of the idea kills the idea.<p>&gt; The result is the most inefficient language ever designed; thus, PROLOG is very sensitive to the order in which the clauses (axioms) have been written.",vmchale,1721314392,,
40995214,,"The problem with Prolog is that it&#x27;s based on unification, and small unification engines can be expressed in a few lines in any functional programming language.<p>That narrows down the already small niche where one would choose Prolog by probably a few orders.",sproutini,1721307865,,
40995284,,"Tangent to Prolog, perhaps check Flix, which includes logic programming features [1], and is discussed here from time to time [2].<p>--<p>1: <a href=""https:&#x2F;&#x2F;doc.flix.dev&#x2F;fixpoints.html"" rel=""nofollow"">https:&#x2F;&#x2F;doc.flix.dev&#x2F;fixpoints.html</a><p>2: <a href=""https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=25513397"">https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=25513397</a><p>2: <a href=""https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=31448889"">https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=31448889</a><p>2: <a href=""https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=38419263"">https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=38419263</a>",emmanueloga_,1721308597,,
40995231,,"Though i only know Prolog cursorily it is in my todo list of languages to study. I think it has great value in that it teaches you a different <i>paradigm</i> for programming.<p>You might also want to look at Erlang which is used in the Industry and would be helpful for your future. Joe Armstrong was originally inspired by Prolog and he conceived Erlang as Prolog-Ideas+Functional&#x2F;Procedural+Concurrency+Fault-Tolerance. Hence you might find a lot of commonalities here. Here is a recent HN thread on a comparison - <a href=""https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=40521585"">https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=40521585</a><p>There is also &quot;Erlog&quot; (by Robert Virding, one of the co-creators of Erlang) which is described as, <i>Erlog is a Prolog interpreter implemented in Erlang and integrated with the Erlang runtime system. It is a subset of the Prolog standard. An Erlog shell (REPL) is also included.</i> It also says, <i>If you want to pass data between Erlang and Prolog it is pretty easy to do so. Data types map pretty cleanly between the two languages due to the fact that Erlang evolved from Prolog.</i> - <a href=""https:&#x2F;&#x2F;github.com&#x2F;rvirding&#x2F;erlog"">https:&#x2F;&#x2F;github.com&#x2F;rvirding&#x2F;erlog</a>",rramadass,1721308082,,
40994780,,"There are certain (academic) problems for which Prolog is simply the best tool for the job, see e.g., <a href=""https:&#x2F;&#x2F;github.com&#x2F;hbrouwer&#x2F;dfs-tools"">https:&#x2F;&#x2F;github.com&#x2F;hbrouwer&#x2F;dfs-tools</a>",mtsfz2,1721303953,,
40994909,,"I&#x27;ve actually been thinking about this quite a bit. I remember a foray into prolog when I was a younger pup in 2004-6. With the Advent of llms, I think that perhaps we could use llms to extract triples from large corpuses of text and then use that to build our prolog stores or ontologies and work on them. I haven&#x27;t really experimented much with it but you saying this has reminded me that I should dig that back up again.",aldousd666,1721305281,,
40995222,,"Eclipse CLP still seems slightly active: <a href=""https:&#x2F;&#x2F;eclipseclp.org&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;eclipseclp.org&#x2F;</a>. I used it for some process scheduling research in the early 2000s but I&#x27;ve never had the chance to apply it in the non-academic world",zelos,1721307962,,
40995996,,"If you are interested in small fun stuff, SWI-Prolog has network libraries. Just recently, I implemented a network gomoku (5-in-a-row) game in it for my school project: <a href=""https:&#x2F;&#x2F;gitlab.mff.cuni.cz&#x2F;volfmat1&#x2F;prolog-network-gomoku"" rel=""nofollow"">https:&#x2F;&#x2F;gitlab.mff.cuni.cz&#x2F;volfmat1&#x2F;prolog-network-gomoku</a>. Turns out you can also write quite imperative-style code with it :D",mvolfik,1721313570,,
40995030,,"The CLP (constraint logic programming) systems available in some Prologs take it to the next level: <a href=""https:&#x2F;&#x2F;us.swi-prolog.org&#x2F;pldoc&#x2F;man?section=clp"" rel=""nofollow"">https:&#x2F;&#x2F;us.swi-prolog.org&#x2F;pldoc&#x2F;man?section=clp</a>",colanderman,1721306380,,
40994617,,"Not quite what you asked for, but as someone using it quite a lot back in the late &#x27;80s during a CS&amp;AI degree, Prolog has its interesting features and I&#x27;m glad I used it, but I haven&#x27;t missed it since.  I do like declarative stuff, eg CSS!, and that remains a good memory.",DamonHD,1721302445,,
