uid,title,the content,writer,Published at,score,comments_quantity
41021903,,"But how come they didn&#x27;t catch it in the testing deployments? what was the difference that caused it to happen when they deployed to the outside world. I find it hard to believe that they didn&#x27;t test it before deployment. I also think companies should all have a testing environment before deploying 3rd party components. I mean, we all install some packages during development that fails or cause some problems but nobody think it is a good idea to do it directly in their production environment before testing, so how is this different?",golemiprague,1721528632,,
41023055,,Do these customers of crowd strike even have a say in these updates going out or do they all just bend over and let crowd strike have full RCE on every machine in their enterprise.<p>I sure hope the certificate authorities and other crypto folks get to keep that stuff off their systems at least.,hannasm,1721544839,,
41023475,,"This is a pretty brief &#x27;analysis&#x27;. The poster traces back one stack frame in assembler, it basically amounts to just reading out a stack dump from gdb. It&#x27;s a good starting point I guess.",throwyhrowghjj,1721551036,,
41022250,,"A &#x27;channel file&#x27; is a file interpreted by their signature detection system. How far is this from a bytecode compiled domain specific language? Javascript anyone?<p>eBPF, much the same thing, is actually thought about and well designed. If it wasn&#x27;t it would be easy to crash linux.<p>This is what they do and they are doing badly. I bet it&#x27;s just shit on shit under the hood, developed by somewhat competent engineers, all gone or promoted to management.",mianos,1721534062,,
41022213,,"It&#x27;s really difficult to evaluate the risk the CrowdStrike system imposed. Was this a confluence of improbable events or an inevitable disaster waiting to happen?<p>Some still-open questions in my mind:<p>- was the broken rule in the config file (C-00000291-...32.sys) human authored and reviewed or machine-generated?<p>- was the config file syntactically or semantically invalid according to its spec?<p>- what is the intended failure mode of the kernel driver that encounters an invalid config (presumably it&#x27;s not &quot;go into a boot loop&quot;)?<p>- what automated testing was done on both the file going out and the kernel driver code? Where would we have expected to catch this bug?<p>- what release strategy, if any, was in place to limit the blast radius of a bug? Was there a bug in the release gates or were there simply no release gates?<p>Given what we know so far, it seems much more likely that this was a &quot;disaster waiting to happen&quot; but I still think there&#x27;s a lot more to know. I look forward to the public post-mortem.",nickm12,1721533410,,
41023337,,"I am genuinely curious what their CI process that passed this looks like, as well as if they&#x27;re doing any sort of dogfooding or manual QA? Are changes just CI&#x2F;CD&#x27;d out to production right away?",donatj,1721548671,,
41023113,,How feasible would it be to implement blue green deployments in that kind of system?,mkl95,1721545632,,
41021857,,"Out of curiosity: In the old days, SoftIce could have been used which was a kernel mode debugger. What tool can be used these days?",canistel,1721527976,,
41023156,,And then some people think memory safety doesn&#x27;t matter.,GTP,1721546282,,
41022099,,How did it pass CI?,brcmthrowaway,1721531703,,
41023330,,So was the totally empty channel file just a red herring?,hatsunearu,1721548604,,
41022031,,Where is a good place and way to start practicing disassembly in 2024?,Anonymityisdead,1721530443,,
41022809,,"Crowdstrike isn’t a company anymore, this is probably their end. The litigation will be death by thousand cuts.",iwontberude,1721542082,,
41023725,,"How strange to cite ResetEra, a gaming forum with a significant certain community, and may not be considered a reliable source.",heraldgeezer,1721554312,,
41023070,,Hasn’t this been debunked?,JSDevOps,1721545114,,
41022840,,Maybe one day people will learn what a blog is.,system2,1721542398,,
41023108,,"&#x27;Analysis&#x27; of the null pointer  is completely missing the point. The simple fact of the matter is they didnt do anywhere near enough testing before pushing the files out. Auto update comes with big responsibility, this was criminally reckless",codeulike,1721545580,,
41021626,,So is unmapped address another way of saying null pointer?,blirio,1721524920,,
41023448,,I don&#x27;t do windows either.,peter_retief,1721550532,,
41022435,,Really the underlying problem here is that their software is loading external data into their kernel driver and not correctly sanitising their inputs,Taniwha,1721537082,,
41023416,,"The girl on the supermarket checkout said she hoped her computer wouldn&#x27;t be affected. I knowingly laughed and said &quot;you probably don&#x27;t have on your own computer unless your a bank&quot;.<p>She said, &quot;I installed it before for my cybersecurity course but I think it was just a trial&quot;<p>Assumptions eh.",webprofusion,1721549869,,
41022708,,"I found windows confusing. In Linux speak, was this some kind of kernel module thing that CS installed? It’s all I can think of for why the machines BSOD",anothername12,1721540709,,
41021977,,"How sure are we, that this was not a cyberattack?<p>It seems really scary to me, that crowdstrike is able to push updates in real time to most of their customers systems. I don&#x27;t know of any other system, that would provide a similar method to inject code at kernel level. Not even windows updates, as they always roll out with some delay and not to all computers at the same time<p>If you want to attack high profile systems, crowdstrike would be one of the best possible targets.",andix,1721529515,,
41021776,,"The scarier thought I&#x27;ve had -- if a black hat had discovered this crash case, could it have been turned into a widely deployed code execution vulnerability?",Fr0styMatt88,1721526920,,
41021654,,"Meta Conversation: The fact that X has a &quot;Show Probable Spam&quot; and both of the responses were pretty valid, with one even getting a reply from the creator.<p>I just don&#x27;t understand how they still have users.",qmarchi,1721525354,,
41022071,,Ended up being forced because it was a &quot;content update&quot;.  This is the update of our discontent!,m0llusk,1721531259,,
41023782,,"Cool! I built something very similar but for Windows a while back: <a href=""https:&#x2F;&#x2F;syscalls.win"" rel=""nofollow"">https:&#x2F;&#x2F;syscalls.win</a>",frereit,1721554967,,
41023718,,"This seems useful, especially for CTF players and glibc&#x2F;musl&#x2F;.. devs.<p>PS: x64 is a bit ambiguous, as it was not uncommon to use it for Itanium ;)",jagrsw,1721554130,,
41023759,,[dead],Olesya000,1721554763,,
41021236,,"Coincidentally, I just toured the South Dakota minuteman launch control facility this week [1] and it was fascinating.  The park ranger giving the tour was a veteran who manned the facility decades ago — amazing stories. You need to book tickets a few months in advance but well worth it if you’re in the area to visit Badlands, Mt. Rushmore, etc.<p>[1] Run by U.S. National Park Service: <a href=""https:&#x2F;&#x2F;www.nps.gov&#x2F;mimi&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;www.nps.gov&#x2F;mimi&#x2F;</a>",GrantS,1721519784,,
41021353,,"&gt; Various options including DSL over HICS cables and radio were considered, but the current plan is to trench new fiber-optic cables across the launch fields. They&#x27;re less interesting, but fiber optic cables have both capacity and reliability advantages over telephone cables, and could easily remain in service for the life of the Sentinel program.<p>I was actually a bit surprised there was nothing about lightning and EMP suppression. I’m no expert on EMP effects, but multiple-mile-long cable loops underground seem like the kind of thing that would develop large induced currents in the presence of a varying magnetic field.<p>Nonconductive fiber optic cables are entirely immune to these effects.  And they’re less expensive than copper!",amluto,1721520935,,
41020687,,my dad was a pm for this stuff. i have no idea what he did as he retired by the time i was 8 (92) but this was his world.<p>anyone know anything else about this stuff? i’ve often considered trying to recreate his career path. (he died about 5 years ago.),randall,1721515340,,
41021136,,"Very good read, thanks for sharing it.
Side note: All the pictures have the geolocation data embedded into them.",tamimio,1721518938,,
41020264,,Interesting article. I have always been curious about how weapons systems like missiles communicate with command and control systems. Especially how the datalinks worked on cold war era systems. Not a lot of info out there. So this article was a good read.,nirav72,1721512028,,
41021731,,"For anyone who hasn’t seen it, the highly hn-relevant film <i>WarGames</i> kicks off with a launch order scene between a MCCC and a DMCCC that doesn’t depart wildly from the description here.<p>The rest of the film is pretty good, too!<p><i>Turn your key, sir!</i>",twoodfin,1721526306,,
41021605,,"I&#x27;m researching the Minuteman II&#x27;s computer, the Autonetics D-37B&#x2F;C so I figured I&#x27;d put a note here in case there is anyone else looking at it.",kens,1721524535,,
41023147,,"<a href=""http:&#x2F;&#x2F;www.airtalk.com&#x2F;z_ref-4_1.html"" rel=""nofollow"">http:&#x2F;&#x2F;www.airtalk.com&#x2F;z_ref-4_1.html</a><p>For people like me that didn’t understand why the cables are pressurized.",Mistletoe,1721546168,,
41021980,,Crazy that the communication system doesn&#x27;t seem to be that much more advanced than tin cans and a string when compared to modern day. Guess the same can be said for the weapons themselves.,justinator,1721529568,,
41023621,,"The real thing I&#x27;ve learned from this is that most malware doesn&#x27;t get ring 0 access, but these &quot;antiviruses&quot; solutions can shutdown the whole critical infrastructure everywhere. I&#x27;ve never seen malware that infected millions of devices in seconds and made them unusable for days and maybe weeks to come.",chad1n,1721553008,,
41023415,,"I Would also like to add:<p>“Any security product which has a rootkit, remote command and control and egresses data is indistinguishable from malware”.",teeheelol,1721549866,,
41023791,,"Now that this is being discussed and nvidia is finally phasing to an open source kernel implementation can we get MS and mainstream Linux distributions to shun away kernel extensions like Apple did? Software like crowdstrike, anti cheat and all operate like rootkits and basically own your machine. Go user space or go home.<p>Allow it but make it hard. Put lots of warnings. Require enrolling custom keys.",irusensei,1721555095,,
41023524,,"You will not notice good cyber-attack, it is completely stealth. Control over machine has a value, so attacker may even patch security holes (to prevent other attacks), and remove other malware!<p>There is  a story from early 2000s, when some guy from East Europe did network administration, in exchange for fast connectivity and warez hosting. &quot;Customers&quot; had no idea, and he kept their servers running for a few years longer.",trte9343r4,1721551792,,
41023403,,"Well, we live in a world where we allow this kind of things to happen. Imagine if we live in a world where you still have to manually push and pop the stack (because functions are deemed too academic and not optimized exactly the way I want it). That is what I feels like watching critical infrastructures written in C or these older languages.<p>Having to manually push and pop stack is not something to proud of, only do that out of necessity. There&#x27;s a very reasonable option between C or C++ and Python (or whatever is deemed slow). Using C doesn&#x27;t prevent you from designing a shitty application that uses shitty algorithms.<p>&quot;Ooohhhh I get it, this pointer is no longer valid because the array have been reallocated because that function have this side effect after that commit&quot;, he said as he gave out a small smirk at the hilarity of this bug. I wonder if he would find it as amusing if his coworker regularly rolls his sleeves and randomly regularly writes assemblies directly in the source code because compilers aren&#x27;t smart enough to perform a particular parameter passing optimization that he really loves to do.",anon-3988,1721549665,,
41023441,,Any anti-malware software will become malware itself. You become the enemy you fight.,surfingdino,1721550450,,
41023623,,"Clearly the problem is that software with the system access, many security packages need, makes it nearly indistinguishable from malware and is an obvious risk factor in the supply chain. Of course having the cause and supposed solution for the safety and operational capabilities be the same piece of software leaves open quite a few questions.",constantcrying,1721553020,,
41023455,,"Isn&#x27;t that just a reformulation of Hanlon&#x27;s Razor [1]<p>[1] <a href=""https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;Hanlon%27s_razor"" rel=""nofollow"">https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;Hanlon%27s_razor</a>",bobnamob,1721550690,,
41023380,,"These statements always feel a bit circular to me. Sufficiently bad for what? Sufficiently bad to be indistinguishable from a cyberattack.  So, &quot;a software update bad enough to look like a cyberattack looks like a cyberattack&quot;. Well, yes.",mjw_byrne,1721549411,,
41023501,,&quot;Any sufficiently bad software update is indistinguishable from a cyberattack&quot;<p>Who says that?<p>Probably a wise lawmaker.<p>Who&#x27;s law is this?<p>Leigh&#x27;s Law?<p>Sounds right to me :),fuzzfactor,1721551445,,
41023686,,"no, it is not. beyond overall poor software choices, there is no notion of persistence in a bad software update.",a-dub,1721553753,,
41023357,,,,1721549029,,
41023121,,,,1721545749,,
41023543,,"Intent matters, but that&#x27;s only one half of a problem.  Improperly
implied permission is an equal issue.<p>There are bad software updates that are not malicious, just inept, or
an unfortunate accident that cause havoc. I think the Crowdstrike
event was such a mishap.<p>And there are plenty of software updates that are plain malicious but
hiding behind the &quot;legitimacy&quot; of an update. I&#x27;m thinking here about
Amazon deleting the 1984 book, or printer &#x27;updates&#x27; that lock-out
third-party ink etc. These are really violations of computer misuse
acts and ought to be prosecuted - because they are indeed vandalism
indistinguishable from a attack.<p>Maybe they&#x27;re worse than a cyberattack, because they are harms that
abuse a privilege.<p>Because companies have not been prosecuted but allowed to get away
with this sort of crap for decades were in a sticky situation now.<p>There&#x27;s a whole spectrum of intent between sincere security updates
that go wrong and spiteful for-profit sabotage. People need educating
that if you allow <i>anyone</i> remote access to your computing property,
no matter what their credentials and bona-fides, they are in a
position to massively abuse that trust. Just because someone sold you
some hardware or software doesn&#x27;t mean they continue to have your best
interests at heart or any rights to interfere with your property.<p>All software and hardware should by law come with the ability to lock
out the original vendor, supplier and to reliably stop egress and your
device from &quot;phoning home with telemetry&quot;.<p>The customer is buying a product not a relationship.",nonrandomstring,1721552020,,
41023734,,[dead],mry2048,1721554420,,
41023604,,[dead],aaron695,1721552847,,
41023260,,[dead],Proven,1721547811,,
41021809,,"Okay, this is super cool. Thanks for sharing.<p>In a similar vein, jart&#x27;s Cosmopolitan libc has a really fun collection of tables that compare various constants across platforms, e.g. syscalls, syscall flags, error numbers, etc. It includes (variants of) Linux, XNU, NT, and the BSDs.<p><a href=""https:&#x2F;&#x2F;github.com&#x2F;jart&#x2F;cosmopolitan&#x2F;blob&#x2F;master&#x2F;libc&#x2F;sysv&#x2F;consts.sh"">https:&#x2F;&#x2F;github.com&#x2F;jart&#x2F;cosmopolitan&#x2F;blob&#x2F;master&#x2F;libc&#x2F;sysv&#x2F;c...</a><p>In the off chance you haven&#x27;t heard of Cosmopolitan yet, I hope you find the discovery as much fun as I have.",xelxebar,1721527316,,
41018986,,I wish this site could have existed earlier when I was writing eBPF filters for my sandbox and had to check how specific syscalls were implemented in different archs here and there. Thanks for your great work.,qbane,1721503405,,
41018787,,"This is good. Usually I end up finding one I think Google made for Chromebooks. Or even worse, restoring to the man page.",Neywiny,1721501940,,
41020625,,Is there a reason syscall numbers don’t match up between architectures?<p>Or is it just a quirk of history?,MBCook,1721514739,,
41019056,,"That&#x27;s handy.<p>I wonder why it displays without javascript in chromium, but fails to do so in firefox. If the author is here, could that be fixed?<p>Edit:<p>Restarting chromium and trying again yields the same behavior as firefox. I wonder if the javascript somehow slipped past umatrix &amp; ublock origin on my first try. Given that I launched chromium by dragging the link onto its icon the first time, perhaps the script-blocking extensions weren&#x27;t fully loaded?<p>Testing again several more times, that does seem likely. I can reproduce it intermittently by dragging the URL onto my chromium shortcut if chromium isn&#x27;t already running.<p>Edit 2: Sure enough:<p><a href=""https:&#x2F;&#x2F;github.com&#x2F;gorhill&#x2F;uBlock&#x2F;issues&#x2F;1913"">https:&#x2F;&#x2F;github.com&#x2F;gorhill&#x2F;uBlock&#x2F;issues&#x2F;1913</a><p><a href=""https:&#x2F;&#x2F;github.com&#x2F;gorhill&#x2F;uBlock&#x2F;issues&#x2F;1327"">https:&#x2F;&#x2F;github.com&#x2F;gorhill&#x2F;uBlock&#x2F;issues&#x2F;1327</a>",foresto,1721503865,,
41019256,,This is neat! Finally someone who added all the information I need :),saagarjha,1721505344,,
41018996,,Missing RISC-V,netr0ute,1721503457,,
41020933,,"Only 357 syscalls in 6.0. Don&#x27;t know why, but I thought there would be more.",extraduder_ire,1721517320,,
41022870,,,,1721542796,,
41023248,,removed,xurukefi,1721547619,,
41022520,,"This is SUCH a good tool! Thank you!!<p>I&#x27;ve been using other tables but they were always incomplete and often x86_64 only. This one contains everything: number, symbol, links to kernel implementation, signature, user space ABI registers. And I can select kernel version, kernel binary interface and processor architecture!<p>I&#x27;m very interested in how you are collecting or generating all this information. Please post details on the process. I need similar information in order to compile system call tables into lone, my own programming language which features direct Linux system call support.<p>I use scripts that parse the information out of Linux user space API headers: the compiler prints all the preprocessor definitions from linux&#x2F;unistd.h, the &quot;SYS_&quot; definitions are selected and then turned into a C array initializer for a number&#x2F;name structure.<p><pre><code>  # makefile
  $(call source_to_object,source&#x2F;lone&#x2F;lisp&#x2F;modules&#x2F;intrinsic&#x2F;linux.c): $(targets.NR.c)

  $(targets.NR.c): $(targets.NR.list) scripts&#x2F;NR.generate
      scripts&#x2F;NR.generate &lt; $&lt; &gt; $@

  $(targets.NR.list): scripts&#x2F;NR.filter
      $(CC) -E -dM -include linux&#x2F;unistd.h - &lt; &#x2F;dev&#x2F;null | scripts&#x2F;NR.filter &gt; $@

  # scripts&#x2F;NR.filter
  grep __NR_ | sed &#x27;s&#x2F;#define &#x2F;&#x2F;g&#x27; | cut -d &#x27; &#x27; -f 1

  # scripts&#x2F;NR.generate
  # generates C array initializers like:
  #     { &quot;read&quot;, __NR_read },
  while read -r NR; do
    printf &#x27;{ &quot;%s&quot;, %s },\n&#x27; &quot;${NR#__NR_}&quot; &quot;${NR}&quot;
  done

  &#x2F;&#x2F; source&#x2F;lone&#x2F;lisp&#x2F;modules&#x2F;intrinsic&#x2F;linux.c

  static struct linux_system_call {
      char *symbol;
      lone_lisp_integer number;
  } linux_system_calls[] = {

      &#x2F;* huge generated array initializer
       * with all the system calls found
       * on the host platform
       *&#x2F;
      #include &lt;lone&#x2F;lisp&#x2F;modules&#x2F;intrinsic&#x2F;linux&#x2F;NR.c&gt;
  };</code></pre>",matheusmoreira,1721538519,,
41018916,,What API is the most common for x86-64bit?,wg0,1721502902,,
41019523,,"similarly, does a Windows syscall tracker exist?",pastapoggers,1721507153,,
41019328,,"From this I learned about Landlock, thanks!",jeffrallen,1721505847,,
41019618,,"I support immigration and oppose the Republican anti-immigrant platform because it seems to me there is significant brain drain from many countries to the U.S. and that contributes to our success.<p>For example, in this article is about white collar crime, it points out that many Somali-Americans were professionals back in Somalia. I&#x27;m not concerned about the crime because that seems like a somewhat higher tendency until the 2nd and 3rd generation is able to make it into established society.<p>A Somali-American former investigator: why you’re hearing about fraud in my community<p><a href=""https:&#x2F;&#x2F;minnesotareformer.com&#x2F;2024&#x2F;07&#x2F;17&#x2F;a-somali-american-investigator-heres-why-youre-hearing-so-much-about-fraud-in-my-community&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;minnesotareformer.com&#x2F;2024&#x2F;07&#x2F;17&#x2F;a-somali-american-i...</a>",labrador,1721507686,,
41018650,,"I wonder what a sensible way forward for Cubans is, and their government. What would it take for the US to lift sanctions (I assume a radical shift within Cuba&#x27;s government), and for Cuba itself (as a whole) to restructure their government in a way that would benefit them and everyone.<p>Cuba would be a great travel destination.<p>Their cigars aren&#x27;t as on par anymore as far as I know, but there&#x27;s potential there, Nicaragua and Dominican Republic basically make the best ones last I checked.",giancarlostoro,1721500989,,
41016957,,"Looks like the main reason is - Cuba&#x27;s two main benefactors stopped supplying fuel on the cheap, as they have their hands full with their own crises.",EVa5I7bHFq9mnYK,1721487703,,
41020895,,"As a Cuban that is currently living in Cuba, I think it <i>might</i> be useful to voice my opinions, as I have read some comments here which I consider less than accurate in some respects. To avoid typing too much, I&#x27;ll summarize with... bullet points?<p>* The published figure of 10 million people is already outdated. First, they are official figures, which means that they are not telling the truth. Second, six months have elapsed; which means the actual number of residents is less than 9 million.<p>* Not only a large amount of people are gone, but most of them are young, productive people; lots of them professionals in several critical aspects of a functioning society. Where I work I&#x27;m only one of the few that remains in my activity (IT &amp; IT adjacent).<p>* Also gone are many of the more... reactive? brave? People that voiced discontent with the government and just chose to leave. What remains are relatively elderly people that are very conformist, or simple are not brave enough to voice their concerns.<p>* Is Cuba a dictatorship? No.<p>* Is Cuba a totalitarian state? Absolutely. The Cuban Communist Party is the only one allowed, as is written in the (relatively recent) Constitution. Even more than that, it exists above the Constitution, so this texts has no value at all.<p>* Are there human rights violations in Cuba? Yes, no doubt.<p>* Does the US embargo negatively impacts Cuba? Absolutely. Every single day, for the common people, that is. The elites? The top dogs of the Party? Of course they are unaffected; they are your run of the mill corrupt people in power, and they can have anything.<p>* Can Cuba trade with other countries? In theory, yes... in practice, it is very difficult. In addition, Cuba is a minuscule market that interests no one. China, for instance, has very little presence in Cuba, despite we being &quot;allies&quot;. But they don&#x27;t care.<p>I don&#x27;t know how this could unfold in the future, except with a total collapse. I really wish the end of the embargo, <i>and</i> the possibility of open an free elections. We, common people, are at the mercy of US politics and being managed by inmensely incompetent leaders. We could debate all week on who&#x27;s at fault here, who threw the first stone, but, as of this moment, that would be sterile. This country will be gone.",PentiumBug,1721517022,,
41020066,,Note that it&#x27;s only the US that has an embargo against Cuba.<p>The rest of the world trades pretty freely with them.,BurningFrog,1721510660,,
41019809,,perhaps it&#x27;s time to normalize relations with their government and end the blockade.,riffic,1721508956,,
41021672,,"This just does not seem plausible. Sure, I understand the claim that Cuban statistics are falsified because the Cuban government is obviously biased about whether &quot;Cuba is good&quot;, but the claims about Cuban emigration are coming from groups that are very distinctly anti-Cuban themselves; why should I trust them to tell the truth about Cuba, particularly when lying about your enemies is incredibly effective, common, and completely unpunished?",lucubratory,1721525513,,
41021772,,,,1721526810,,
41022627,,How has this affected the country?,moneywoes,1721539668,,
41020268,,"&gt;Other factors were a high number of deaths, 405,512,<p>With such a population churn the chances of dying at sea while trying to run away don’t look that bad.",trhway,1721512084,,
41019831,,The problem commonly skated over is that two views cam be true at once. For example:<p>- the &quot;Batista&quot; regime was dictatorial and repressive. The people fought back with Castro. The first wave of people to land in Miami were essentially the moneyed class who lost everything. Unsurprisingly they hate the Castro regime and its descendents. The US government were happy to accommodate them under the guise of anti communism.<p>- the &quot;Castro&quot; regime is dictatorial and repressive. The people cant fight back so they leave. The people landing in Miami and their descendents hate the regime for taking everything.  The US Republicans are happy to accommodate them under the guise of sticking it to the libs.<p>I dont see any of this changing until the regime changes in Cuba to a more democratic one simultaneously with the Republican party imploding in Florida. Which basically means not in my lifetime.,kjellsbells,1721509092,,
41019599,,"Well, that explains why Cuban cigars are impossible to get since a couple of years...",choeger,1721507542,,
41023663,,People come from Cuba - Republicans welcome it because it makes socialism look bad<p>People come from Honduras - go back to where you came from!,EGreg,1721553528,,
41022170,,"Relevant reminder that Cuba has been under a brutal economic embargo and sanctions regime by the US for decades, which is the primary driver of Cuba&#x27;s economic situation. The sanctions began during an era of land reform that saw American corporations, such as United Fruit, lobbying the US to overthrow the Cuban government on their behalf. When that failed, the US imposed sanctions.",slantedview,1721532851,,
41021852,,"There is absolutely no doubt that the Cuban economy is suffering through a severe crisis. However, mass emigration offers some benefits to the Communist regime. Many of the migrants who work in the USA send money back to their families in Cuba in the form of remittances, which provide valuable foreign exchange reserves to help pay for essential imports. Moreover, emigration provides an escape for those people who might otherwise form a potentially powerful class of under-employed and politically discontent civilians. If Cuba’s emigrants were still living on the island, then the Communist regime would have good reason to worry about a mass revolution, as shown by the experience of the Arab Spring, when authoritarian governments in Syria, Libya and Egypt, each struggling with rising demographic pressures and economic stagnation, were destabilized by popular rebellion. The Communist elite is certainly aware of the dangers to its regime from a potential “Cuban Spring,” and thus likely regards mass emigration as a welcome alternative, despite the obvious social liabilities of losing so much human capital.",diogenes_atx,1721527889,,
41023255,,"i hope americams know what they are doing<p>ex) France, Uk, Germany",localfirst,1721547727,,
41018575,,This is almost Ukraine&#x27;s levels.,amunozo,1721500434,,
41018649,,&gt; <i>Marrero insisted that the Cuban government would not deviate from a centrally planned economy where “socialist state enterprises” are predominant.</i><p>Same as it ever was...,BurningFrog,1721500989,,
41022701,,I remember when I was called a Dago in NYC as a kid<p>Yeah all us Italians are just dirty mafiaosa,zombiwoof,1721540607,,
41019372,,It has also has an extremely low fertility rate.,Acrobatic_Road,1721506122,,
41020275,,Did US sanctions cause this? Why or why not?,greyvddhb,1721512110,,
41022075,,"The United States is singular in its ability to assimilate immigrants. It is our one true superpower. The people who come to our country, like these Cubans fleeing their country, often come from societies where they lack freedoms Americans take for granted. Many Americans scarcely even acknowledge these freedoms but immigrants with their outside eye see them clearly. In doing so they refresh our founding ideals of life, liberty, and the pursuit of happiness.<p>As a fourth generation American and midwesterner, I welcome these Cuban immigrants.",BenFranklin100,1721531389,,
41019866,,"Again and again I&#x27;ve been arguing for access to information. Let Cuba land an underwater cable in Miami. Ever since I was young I was fed this line &#x27;Glasnost helped accelerate the collapse of the Soviet Union, people wanted things their government wouldn&#x27;t give them... free access to information not filtered by their government&#x27;, but the US argues for some reason that Cubans can&#x27;t have this.<p>Is it fear of an even bigger migration? Why? Is it expat Cubans looking to kick out the ladder?",joecool1029,1721509286,,
41019176,,"It&#x27;s interesting reading the opinions in the comments on this thread. As a non-US person, I don&#x27;t have a strong opinion on Cuba. I&#x27;d like to visit someday but don&#x27;t know much about it other than the headlines. Reading the comments here it sounds like a pariah state on the level of North Korea. With 1m people leaving in a year, it clearly has its issues - but lots of the comments here are a good example of how your country&#x27;s media and propaganda can significantly colour your opinions. I don&#x27;t get the feeling many other countries continue to have such a negative opinion of Cuba.<p>Are there any countries other than the US that has a strong negative opinion on Cuba?<p>I&#x27;m also curious if anyone comes from a country that has a significant negative opinion on another country that others might find surprising?",basisword,1721504703,,
41018683,,"&gt; Most of those migrants have come to the United States in what experts call the most significant migration wave in Cuban history.<p>With the destabilization that a population drop of 10% has, the potential for more migration in the long term and the associated costs... Wouldn&#x27;t it make sense for the U.S. to invest and help Cuba? It would also have the additional benefit of maybe depriving Russia of an ally.",V__,1721501174,,
41019862,,This plus low fertility rates paint a bleak demographic picture. What happens to a country whose population collapses? I don&#x27;t think we have past data to reference here?,surfingdino,1721509274,,
41018690,,[flagged],oldpersonintx,1721501224,,
